City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Hrubieszów,50.805,23.8925,68.0,79,93,11.07,PL,1658643003
Bambanglipuro,-7.95,110.2833,79.7,67,83,15.59,ID,1658643003
Dawlatabad,36.4141,64.9053,101.19,16,0,6.64,AF,1658643004
Zion,42.4461,-87.8328,77.99,92,0,11.5,US,1658643004
Meadow Lake,34.8014,-106.5436,81.84,38,61,4.68,US,1658643005
Ust'-Karsk,52.7011,118.8077,81.23,43,95,5.5,RU,1658643005
Hammerfest,70.6634,23.6821,48.65,81,75,12.66,NO,1658643005
Kloulklubed,7.0419,134.2556,75.7,75,100,8.75,PW,1658643006
São Raimundo Nonato,-9.0153,-42.6994,72.43,67,28,8.12,BR,1658643006
Launceston,-41.45,147.1667,57.2,79,55,0.51,AU,1658643006
Mayo,38.8876,-76.5119,77.52,76,12,7.16,US,1658643007
Tauberbischofsheim,49.6247,9.6628,68.88,59,46,2.35,DE,1658643007
Porto Santo,33.072,-16.3415,70.18,88,20,6.91,PT,1658643007
Nabire,-3.3667,135.4833,84.2,73,63,2.71,ID,1658643008
‘Āhuimanu,21.4447,-157.8378,76.48,77,10,14.88,US,1658643008
Tadine,-21.55,167.8833,75.81,86,15,9.33,NC,1658643008
Santa María del Oro,25.9333,-105.3667,74.97,41,62,5.75,MX,1658643009
Sur,22.5667,59.5289,92.59,57,74,7.9,OM,1658643009
Kasakh,40.537,44.4105,60.06,60,8,5.12,AM,1658643010
Vanimo,-2.6741,141.3028,84.25,72,81,8.21,PG,1658643010
Lagoa,39.05,-27.9833,72.21,90,1,11.16,PT,1658643010
Boyolangu,-8.1181,111.8935,79.43,66,85,13.15,ID,1658643011
Grieskirchen,48.2333,13.8333,67.64,85,60,0.29,AT,1658643011
San Ramon,37.7799,-121.978,55.33,79,0,4.81,US,1658643011
Marsá Maţrūḩ,31.3525,27.2453,80.76,58,0,10.74,EG,1658643012
Pacific Grove,36.6177,-121.9166,55.51,92,100,4.61,US,1658642820
Jaltenango,15.8719,-92.7247,68.92,96,95,1.97,MX,1658643012
Bonthe,7.5264,-12.505,74.91,88,100,6.55,SL,1658643012
Pizarro,4.9533,-77.366,75.15,91,100,4.27,CO,1658643013
Missoula,47.0166,-113.8009,63.0,48,3,3.8,US,1658643013
Najrān,17.4924,44.1277,82.17,49,68,4.72,SA,1658642968
Malindi,-3.2175,40.1191,76.24,72,50,16.33,KE,1658643013
Hashtrūd,37.4779,47.0508,70.34,48,0,8.84,IR,1658643014
Victor Harbor,-35.5667,138.6167,63.68,78,89,9.46,AU,1658643014
Staryy Nadym,65.6118,72.6842,48.76,91,100,19.57,RU,1658643014
Khani,41.9563,42.9566,60.37,63,31,4.27,GE,1658643015
Gogrial,8.5332,28.1004,72.95,90,100,1.81,SS,1658643015
San Vicente de Cañete,-13.0751,-76.3835,60.87,84,86,2.71,PE,1658643016
City of San Pedro,14.35,121.0167,94.32,62,40,6.91,PH,1658643016
Sheltozero,61.3667,35.3667,67.57,80,28,6.29,RU,1658643016
Petropavlovsk-Kamchatskiy,53.0452,158.6483,66.79,68,20,13.42,RU,1658643017
Coquimbo,-29.9533,-71.3436,54.25,93,36,1.95,CL,1658643017
Kurtalan,37.9272,41.7028,86.76,20,0,4.61,TR,1658643017
Yelovo,57.0538,54.9207,76.55,59,42,4.56,RU,1658643018
Yaan,7.3833,8.5667,70.32,97,98,2.89,NG,1658643018
Kieta,-6.2167,155.6333,84.13,73,19,7.43,PG,1658643019
Honningsvåg,70.9821,25.9704,49.75,76,100,25.32,NO,1658643019
Bonnyville,54.2668,-110.735,53.58,84,31,6.15,CA,1658642793
Otradnoye,59.7775,30.8181,70.03,86,100,5.93,RU,1658643019
Kadoshkino,54.0257,44.4191,72.16,69,9,3.65,RU,1658643020
Alibag,18.6411,72.8792,84.27,84,100,8.9,IN,1658642898
Beyneu,45.3167,55.2,84.45,36,48,4.88,KZ,1658643020
Waddān,29.1614,16.139,77.0,52,0,5.75,LY,1658643020
Foieni,47.7,22.3833,73.35,53,77,13.89,RO,1658643021
Diamantino,-14.4086,-56.4461,70.34,48,12,5.46,BR,1658643021
Banyo,6.75,11.8167,64.49,96,96,2.21,CM,1658643021
College,64.8569,-147.8028,64.38,48,40,3.44,US,1658642987
Tocache,-8.1842,-76.5125,69.66,98,77,0.87,PE,1658643022
Totness,5.8833,-56.3167,76.62,90,100,8.95,SR,1658643022
Yangi Marg`ilon,40.4272,71.7189,101.12,13,11,11.5,UZ,1658643022
Rio Grande,-32.035,-52.0986,55.94,98,73,7.29,BR,1658643023
Lamu,-2.2717,40.902,77.22,71,49,17.25,KE,1658643023
Kirkwall,58.9848,-2.9587,55.67,99,100,11.99,GB,1658643023
Semīrom,31.4167,51.5667,82.02,16,1,4.34,IR,1658643024
Saiha,22.4833,92.9667,77.52,91,100,1.97,IN,1658643024
Bocas del Toro,9.3333,-82.25,78.4,84,100,5.57,PA,1658643024
Raton,36.9034,-104.4391,63.34,72,100,3.67,US,1658642893
Faya,18.3851,42.4509,66.72,54,100,2.55,SA,1658643025
Ola,59.5833,151.2833,53.15,92,100,10.29,RU,1658643025
Oodweyne,9.4092,45.064,74.68,49,61,26.73,SO,1658643025
Bilma,18.6853,12.9164,88.54,21,18,3.71,NE,1658643026
Florianópolis,-27.6146,-48.5012,67.41,94,100,11.5,BR,1658643026
Nara,34.6851,135.8049,90.75,45,84,7.74,JP,1658643007
Inhambane,-23.865,35.3833,67.98,88,20,10.36,MZ,1658643026
Esqueda,30.7167,-109.5833,68.97,79,100,6.38,MX,1658643027
Murchison,-41.8,172.3333,41.07,90,99,2.01,NZ,1658643027
Taoudenni,22.6783,-3.9836,93.54,9,1,15.52,ML,1658643027
Córdoba,-31.4135,-64.1811,63.75,83,75,1.14,AR,1658643028
Awjilah,29.1081,21.2869,80.26,39,0,12.06,LY,1658643028
Tura,25.5198,90.2201,78.15,89,100,1.05,IN,1658643028
Palizada,18.25,-92.0833,73.09,98,100,3.44,MX,1658643029
Lebu,-37.6167,-73.65,51.12,93,100,6.64,CL,1658643029
Kabinda,-6.1333,24.4833,73.87,40,67,5.32,CD,1658643029
Sayyan,15.1718,44.3244,65.8,54,95,1.92,YE,1658643029
Dubăsari,47.2631,29.1608,82.29,32,9,9.31,MD,1658643030
Ryōtsu-minato,38.0833,138.4333,77.23,76,62,6.13,JP,1658643030
Kemijärvi,66.7131,27.4306,58.68,58,8,7.45,FI,1658643030
Whitehorse,60.7161,-135.0538,55.02,65,92,7.65,CA,1658643031
Hīt,33.6416,42.8251,96.76,13,0,18.66,IQ,1658643031
Klyuchi,52.2667,79.1667,61.16,66,95,10.69,RU,1658643031
Yamada,39.4667,141.95,77.13,78,100,4.16,JP,1658643032
Turan,16.0678,108.2208,93.18,55,20,8.05,VN,1658642754
Champerico,14.3,-91.9167,76.95,87,94,5.86,GT,1658643032
Pacifica,37.6138,-122.4869,60.24,94,20,10.36,US,1658643032
Berlevåg,70.8578,29.0864,50.0,93,100,23.02,NO,1658643033
Poya,-21.35,165.15,73.2,83,75,6.42,NC,1658643033
Port-Cartier,50.0334,-66.8654,57.74,95,83,4.94,CA,1658643033
Palm Coast,29.585,-81.2078,80.08,91,90,5.75,US,1658643034
Zyryanka,65.75,150.85,75.94,25,0,6.11,RU,1658643034
Aykhal,66.0,111.5,76.5,48,58,24.96,RU,1658643034
Fengzhen,40.4394,113.1536,88.74,23,44,17.72,CN,1658643035
Cap Malheureux,-19.9842,57.6142,74.46,64,74,8.99,MU,1658643035
Syracuse,37.0881,15.2792,79.97,56,0,1.99,IT,1658642998
Poronaysk,49.2167,143.1167,60.03,97,100,2.08,RU,1658643035
Dudinka,69.4058,86.1778,75.24,49,95,10.92,RU,1658643036
Piraí do Sul,-24.5261,-49.9486,55.72,73,82,2.06,BR,1658643036
Havøysund,70.9963,24.6622,50.38,78,100,18.61,NO,1658643036
Houma,29.5958,-90.7195,78.01,93,0,1.99,US,1658643037
Nizwá,22.9333,57.5333,91.26,53,42,4.54,OM,1658643037
Kavaratti,10.5669,72.642,81.39,76,100,15.48,IN,1658643037
Jackson,42.4165,-122.8345,72.55,37,0,3.44,US,1658643038
Aksu,41.1231,80.2644,101.82,8,27,4.41,CN,1658643038
Fendou,46.65,124.8667,77.9,62,100,11.21,CN,1658643038
Marawi,7.9986,124.2928,77.31,86,97,2.8,PH,1658643039
Andenes,69.3143,16.1194,51.93,81,100,0.0,NO,1658643039
Mana,5.6592,-53.7767,76.39,89,100,7.23,GF,1658643039
La Ronge,55.1001,-105.2842,47.41,94,34,2.64,CA,1658643040
Polis,35.0367,32.4264,91.29,31,0,3.42,CY,1658643040
Lae,-6.7221,146.9847,82.94,73,28,8.5,PG,1658643040
Bayonet Point,28.3267,-82.6834,78.75,94,72,7.83,US,1658643040
Batken,39.8333,71.0,82.24,18,46,8.14,KG,1658643041
Kristiansund,63.1115,7.732,59.05,94,100,5.75,NO,1658643041
Bantou,26.2151,117.4893,102.7,29,0,3.27,CN,1658643041
Ōdachō-ōda,35.1833,132.5,81.7,69,71,2.04,JP,1658643042
Carutapera,-1.195,-46.02,74.7,94,85,4.99,BR,1658643042
Yumen,40.2833,97.2,93.34,11,3,9.4,CN,1658643042
Misratah,32.3754,15.0925,82.58,58,0,8.55,LY,1658643043
Kachug,53.9606,105.8817,66.43,72,100,3.49,RU,1658643043
Magnolia,33.2671,-93.2393,79.88,74,0,5.99,US,1658643043
High Level,58.5169,-117.136,60.91,94,75,2.3,CA,1658643044
Florø,61.5996,5.0328,58.23,67,100,12.66,NO,1658643044
Toledo,39.8333,-4.0,75.04,21,0,4.16,ES,1658643045
Atar,20.5169,-13.0499,82.98,61,100,5.46,MR,1658643045
Pimentel,-6.8367,-79.9342,62.13,90,11,10.89,PE,1658643045
Mindyak,54.0231,58.7891,74.77,49,29,2.71,RU,1658643046
Pangnirtung,66.1451,-65.7125,49.08,74,62,1.16,CA,1658643046
Acapulco de Juárez,16.8634,-99.8901,78.62,78,75,4.61,MX,1658643046
Polunochnoye,60.8697,60.4153,74.07,47,18,6.33,RU,1658643047
Cheremshanka,56.1192,60.268,73.87,44,10,5.75,RU,1658643047
Taywarah,33.35,64.4167,78.87,19,10,3.11,AF,1658643047
Santo Domingo,18.5001,-69.9886,76.68,92,34,7.34,DO,1658643039
Krasnyye Baki,57.131,45.1599,77.41,59,43,2.19,RU,1658643048
Álamos,27.0167,-108.9333,77.83,84,98,3.85,MX,1658643048
Mount Gambier,-37.8333,140.7667,61.29,69,67,8.46,AU,1658643048
Rawson,-43.3002,-65.1023,40.89,89,100,10.02,AR,1658643048
Botshabelo,-29.2702,26.7052,39.38,74,16,10.83,ZA,1658643049
Līvāni,56.3543,26.1758,60.51,97,100,4.36,LV,1658643049
Itoman,26.1247,127.6694,91.78,79,20,9.22,JP,1658643049
Christchurch,-43.5333,172.6333,46.33,93,75,4.61,NZ,1658643050
Kakogawa,34.7667,134.85,82.62,55,99,7.67,JP,1658643050
Salinas,36.6777,-121.6555,55.92,85,100,9.22,US,1658643050
Pitkyaranta,61.5734,31.4792,62.01,92,82,3.42,RU,1658643051
Fairbanks,64.8378,-147.7164,64.4,47,0,3.44,US,1658643051
Along,28.1667,94.7667,87.1,60,88,0.49,IN,1658643051
St. George's,12.0564,-61.7485,79.03,76,3,11.74,GD,1658642880
Belle Fourche,44.6714,-103.8522,71.33,52,1,4.32,US,1658643052
Araouane,18.9048,-3.5265,92.23,32,27,16.22,ML,1658643052
Aurangabad,19.8833,75.3333,76.48,78,100,15.03,IN,1658643053
Podor,16.6527,-14.9587,82.33,72,99,13.89,MR,1658643053
Dingle,10.9995,122.6711,85.82,72,90,0.98,PH,1658643053
Ekhabi,53.5102,142.9671,66.99,72,2,14.9,RU,1658643054
Corinth,37.9407,22.9573,83.89,28,0,4.68,GR,1658643054
Oldenburg,53.1667,8.2,63.61,67,72,7.85,DE,1658642996
Sungai Raya,0.7,108.9,83.88,73,74,6.76,ID,1658642837
Lüderitz,-26.6481,15.1594,57.6,56,0,12.06,NA,1658643055
Jacqueville,5.2052,-4.4146,76.51,73,82,8.14,CI,1658643055
Zhuhai,22.2769,113.5678,96.58,66,20,10.36,CN,1658643055
Okha,53.5739,142.9478,66.38,74,15,14.65,RU,1658643056
Mookane,-23.688,26.6595,59.16,55,28,3.2,BW,1658643056
Boende,-0.2167,20.8667,73.71,84,18,2.24,CD,1658643056
Nelson Bay,-32.7167,152.15,63.0,87,37,4.0,AU,1658643057
Bandarbeyla,9.4942,50.8122,84.11,54,67,30.15,SO,1658643057
Ancud,-41.8697,-73.8203,44.22,93,100,5.59,CL,1658643057
Ubinskoye,55.3068,79.6802,63.12,64,70,6.71,RU,1658643058
Kiryat Gat,31.61,34.7642,82.4,100,4,4.68,IL,1658643058
Gachsaran,30.3586,50.7981,98.69,28,1,0.0,IR,1658643059
Amahai,-3.3333,128.9167,78.76,75,78,6.53,ID,1658642887
Krasnyy Kholm,58.0607,37.1203,73.36,59,58,7.78,RU,1658643059
Goderich,43.7501,-81.7165,71.96,84,68,15.7,CA,1658643059
Campbellsville,37.3434,-85.3419,77.11,61,11,6.85,US,1658643060
Fethiye,36.6217,29.1164,91.27,25,0,6.64,TR,1658643060
Shimanovsk,52.0,127.7,83.16,46,20,3.51,RU,1658643060
Karlovo,42.6333,24.8,84.58,34,0,3.56,BG,1658643061
Oyama,36.3,139.8,94.59,50,74,7.61,JP,1658643061
Kumul,42.8,93.45,100.0,12,6,4.54,CN,1658643062
Kidal,18.4411,1.4078,74.28,69,97,23.62,ML,1658643062
Natal,-5.795,-35.2094,74.05,100,75,4.61,BR,1658643062
Eureka,40.8021,-124.1637,53.89,92,5,1.5,US,1658643063
Kundiawa,-6.0167,144.9667,72.36,80,42,2.21,PG,1658643063
Honiara,-9.4333,159.95,82.83,78,40,2.82,SB,1658643031
Zemio,5.0314,25.1361,70.79,96,72,1.57,CF,1658643064
Jining,35.405,116.5814,88.38,55,0,5.17,CN,1658643064
Russell,32.3502,-85.1999,76.6,94,0,0.0,US,1658643064
Kutum,14.2,24.6667,79.16,51,79,11.77,SD,1658643065
Bosobolo,4.1833,19.9,70.92,96,73,1.14,CD,1658643065
Anaconda,46.1285,-112.9423,59.58,35,0,1.57,US,1658643065
Warrnambool,-38.3833,142.4833,60.75,72,38,12.46,AU,1658642955
